issue,number,state,link,repository_name,trimmed_list_lemmatize,trimmed_list_stemming
Use IndicatorFastScroll for addressbook,331,open,https://github.com/walleth/walleth/issues/331,walleth/walleth,"['use', 'indicatorfastscroll', 'addressbook']","['use', 'indicatorfastscrol', 'addressbook']"
"created pre-screen, which only appears the first time the app is opened",330,closed,https://github.com/walleth/walleth/issues/330,walleth/walleth,"['created', 'prescreen', 'appears', 'first', 'time', 'app', 'opened']","['creat', 'pre', 'screen', 'appear', 'first', 'time', 'app', 'open']"
Replace Blocknumber in subtitle by user@chain closes #324,329,closed,https://github.com/walleth/walleth/issues/329,walleth/walleth,"['replace', 'blocknumber', 'subtitle', 'userchain', 'close', '324']","['replac', 'blocknumb', 'subtitl', 'user', 'chain', 'close', '324']"
android.app.RemoteServiceException,328,open,https://github.com/walleth/walleth/issues/328,walleth/walleth,['androidappremoteserviceexception'],"['android', 'app', 'remoteserviceexcept']"
"""No value for gasLimit"" in WalletConnect flow",327,open,https://github.com/walleth/walleth/issues/327,walleth/walleth,"['no', 'value', 'gaslimit', 'walletconnect', 'flow']","['no', 'valu', 'gaslimit', 'walletconnect', 'flow']"
Replace Blocknumber in subtitle by user@chain closes #324,326,closed,https://github.com/walleth/walleth/issues/326,walleth/walleth,"['replace', 'blocknumber', 'subtitle', 'userchain', 'close', '324']","['replac', 'blocknumb', 'subtitl', 'user', 'chain', 'close', '324']"
Remove code here due to jitpack problem,325,closed,https://github.com/walleth/walleth/issues/325,walleth/walleth,"['remove', 'code', 'due', 'jitpack', 'problem']","['remov', 'code', 'due', 'jitpack', 'problem']"
Replace Blocknumber in subtitle by user@chain,324,closed,https://github.com/walleth/walleth/issues/324,walleth/walleth,"['replace', 'blocknumber', 'subtitle', 'userchain']","['replac', 'blocknumb', 'subtitl', 'user', 'chain']"
Support BIP39 passphrases,323,open,https://github.com/walleth/walleth/issues/323,walleth/walleth,"['support', 'bip39', 'passphrases']","['support', 'bip39', 'passphras']"
setPreviewTexture failed,322,closed,https://github.com/walleth/walleth/issues/322,walleth/walleth,"['setpreviewtexture', 'failed']","['setpreviewtextur', 'fail']"
SQLiteDatabaseCorruptException,321,open,https://github.com/walleth/walleth/issues/321,walleth/walleth,['sqlitedatabasecorruptexception'],['sqlitedatabasecorruptexcept']
